file1行範囲,file1テキスト,file2行範囲,file2テキスト,差分行
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Item name</p></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-153</p></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">D001</p></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">4</p></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Goods</p></td>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </tbody>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </table>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-<p><strong>Information required on Qualified Invoice</strong><br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;1&gt; Name of Supplier<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;2&gt; Supplier&#8217;s Registration number for Qualified Invoice purpose<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;3&gt; Date of taxable transaction<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-&lt;4&gt; Description of taxable transaction ※If the taxable transaction is subject to the reduced tax rate, a statement clarifying this must be included.<br>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;5&gt; Taxable amount per tax rate<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;6&gt; Tax amount per tax rate (expressed in JPY)<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;7&gt; Tax rate<br>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-&lt;8&gt; Name of Buyer<br></p>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-</div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-<p><em>Item net price shall equal to the total taxable amount stated on the Delivery Note.</em></p>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,-</div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <div class=""sect4"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<h5 id=""_example_5_qualified_invoice_with_allowance""><a class=""anchor"" href=""#_example_5_qualified_invoice_with_allowance""></a>Example 5, Qualified Invoice with allowance</h5>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<p>This is a case where one Qualified Invoice which contains both invoicing line and allowance line (In this case, the taxable amount is reduced directly.)</p>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<h5 id=""_example_5_a_non_tax_invoice_to_correct_a_mistake_on_the_preceding_one""><a class=""anchor"" href=""#_example_5_a_non_tax_invoice_to_correct_a_mistake_on_the_preceding_one""></a>Example 5, A Non-tax Invoice to correct a mistake on the preceding one</h5>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<p>Even though there are some ways to correct a mistake on the preceding Non-tax Invoice, only the way to rectify the preceding one is supported.</p>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,+</div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<p>In this case, the Non-tax Invoice (480) is used and in practice, to refer the preceding one, Preceding invoice reference (ibg-03) may be used.</p>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,+</div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<p>So, a buyer who receives a Non-tax Invoice with the reference to the preceding one shall process it as the Non-tax Invoice to correct a mistake on the preceding one.</p>"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,+</div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<div class=""paragraph"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,+<p>A Non-tax Invoice issued to correct a mistake on the preceding one.</p>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </div>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html," <table class=""tableblock frame-all grid-all stretch"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, <colgroup>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"-<col style=""width: 20%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html,"+<col style=""width: 25%;"">"
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, </colgroup>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, <thead>
"-3648,58",data/JP-PINT/pint-jp.html,"+3297,48",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Business term</strong></th>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Term ID</strong></th>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <th class=""tableblock halign-left valign-top""><strong>Example value</strong></th>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"-<th class=""tableblock halign-left valign-top""><strong>Note</strong></th>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, </thead>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, <tbody>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>PRECEDING INVOICE REFERENCE</strong></p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-03</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+</tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+<tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Preceding Invoice reference</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-025</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">123456</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+</tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+<tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Preceding Invoice issue date</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-026</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">2023-10-15</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+</tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,+<tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>SELLER</strong></p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-04</p></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3707,15",data/JP-PINT/pint-jp.html,"+3346,31",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Seller name</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-027</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">A corporation</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">1</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,-</tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,-<tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">Seller TAX identifier</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-031</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">T1234567890000</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">2</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>BUYER</strong></p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-07</p></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3723,20",data/JP-PINT/pint-jp.html,"+3378,11",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Buyer name</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-044</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">B Corporation</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">8</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>TAX BREAK DOWN</strong></p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-23</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category taxable amount</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-116</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">50</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">5</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">10000</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category tax amount</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-117</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">5</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">6</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">0</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category code</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-118</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">S</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">7</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Tax category tax rate</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-119</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">10</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">7</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock""><strong>INVOICE LINE</strong></p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibg-25</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoiced quantity</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-129</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""><p class=""tableblock"">1</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"+<td class=""tableblock halign-left valign-top""><p class=""tableblock"">5</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">Invoiced quantity unit of measure code</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">ibt-130</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""><p class=""tableblock"">H87</p></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html,"-<td class=""tableblock halign-left valign-top""></td>"
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, </tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html, <tr>
"-3744,76",data/JP-PINT/pint-jp.html,"+3390,65",data/JP-PINT/pint-jp-ntr.html," <td class=""tableblock halign-left valign-top""></td>"
